# theta calculated for lambda=      1.5418380 A
# Miller indeces multiplicity  2 x theta        d (A)     intensity
   -1    0  -10       12         67.7236        1.38358036      0.1065
   -7    3   -7       24         67.9692        1.37917831      0.5635
   -6    3   -8       12         68.2161        1.37478703      0.3224
   -9    3   -4       24         68.5101        1.36960309      0.4131
   -4    0   -9       12         68.6756        1.36670606      0.2524
   -6    2   -8       24         68.7570        1.36528718      0.6007
   -2    1  -10       12         68.8070        1.36441676      0.1228
   -9    0    0       12         68.9678        1.36162771      0.2727
   -8    4   -5       12         69.0177        1.36076427      0.2124
   -7    2   -7       24         69.0507        1.36019456      0.4963
   -9    1   -2       24         69.1150        1.35908722      0.4318
   -9    0   -1       24         69.3431        1.35517335      0.5266
   -2    0  -10       12         69.3457        1.35512882      0.1305
   -8    3   -5       36         69.5557        1.35155022      0.6155
   -9    2   -4       24         69.5877        1.35100671      0.3799
   -8    1   -5       24         69.7343        1.34852509      0.4010
  -10    5    0        6         70.0422        1.34335000      0.1320
   -8    0   -4       12         70.1237        1.34198815      0.2150
   -5    2   -9       24         70.2875        1.33926249      0.5400
   -6    1   -8       24         70.3680        1.33792730      0.5091
  -10    5   -1       12         70.4149        1.33715091      0.2558
   -9    0   -2       24         70.4635        1.33634741      0.4761
  -10    4    0       12         70.5766        1.33448291      0.2492
  -10    4   -1       24         70.9481        1.32840521      0.4824
   -3    1  -10       24         70.9507        1.32836327      0.3104
   -8    2   -5       24         71.1586        1.32499203      0.3599
   -7    1   -7       24         71.1912        1.32446606      0.4194
   -5    1   -9       24         71.3530        1.32185935      0.4920
  -10    5   -2       12         71.5279        1.31905620      0.2327
   -9    1   -4       24         71.7210        1.31597893      0.3555
   -9    3   -5       24         71.8657        1.31368505      0.3322
   -3    0  -10       12         72.0120        1.31137624      0.1634
  -10    4   -2       24         72.0576        1.31065856      0.4380
  -10    3    0       12         72.1697        1.30889939      0.2213
   -9    0   -2       24         72.3140        1.30664228      0.4081
  -10    3   -1       24         72.5377        1.30316310      0.4279
   -9    2   -5       24         72.9216        1.29724803      0.3056
   -6    0   -8       12         73.0183        1.29576883      0.2107
   -9    0    0        6         73.2238        1.29263914      0.1152
